DATE;PNL
20170124;70613.8674842
20170125;56728.6373599
20170126;-57946.7334578
20170127;94205.5365575
20170130;-143321.604656
20170131;53489.6388244
20170201;46271.5589727
20170202;97632.9362218
20170203;63474.2239113
20170206;-119804.257975
20170207;-4757.73221394
20170208;15507.7838789
20170209;-39467.5237512
20170210;-1261.82741659
20170213;-3621.18107787
20170214;72012.0739076
20170215;32516.6787591
20170216;11664.5126622
20170217;-28923.6016646
20170220;4177.34111326
20170221;48410.2744337
20170222;166133.336396
20170223;80930.6185136
20170224;25065.5921205
20170227;5444.94094696
20170228;20048.6348563
20170301;160052.554534
20170302;3990.3369548
20170303;62635.0151728
20170306;-147496.12747
20170307;-569.097973195
20170308;-14415.1896526
20170309;35961.1934109
20170310;138828.379519
20170313;-45850.8755547
20170314;2660.25110217
20170315;80545.7396807
20170316;-40061.1819662
20170317;77327.2320188
20170320;47198.844099
20170321;54327.3242935
20170322;63517.6216984
20170323;23520.1729954
20170324;33151.5251033
20170327;-50902.3805615
20170328;8976.18358558
20170329;-14429.3032353
20170330;-18548.8201786
20170331;68967.7386619
20170403;77796.1635057
20170404;-24470.2502436
20170405;121436.830248
20170406;-21217.8954023
20170407;138913.347869
20170410;58239.4379618
20170411;18690.8403296
20170412;38901.936382
20170413;41346.4213182
20170414;0.0
20170417;-9.85800007581
20170418;-179088.370618
20170419;66525.3984705
20170420;25509.8105318
20170421;-47321.1445293
20170424;-34377.5630657
20170425;-68948.9128086
20170426;63084.528936
20170427;18383.8003284
20170428;126446.585653
20170502;-2521.16883675
20170503;-28151.801418
20170504;-43276.772418
20170505;64678.1395148
20170508;125943.896353
20170509;-20695.3223089
20170510;34826.012289
20170511;12429.3668905
20170512;684.1002281
20170515;11450.5528728
20170516;-19827.7316352
20170517;30373.5561595
20170518;51940.6380683
20170519;-53819.5969605
20170522;6624.48140966
20170523;64075.4817688
20170524;-61779.4161919
20170525;49030.111655
20170526;-18343.9168909
20170529;19425.1424902
20170530;56810.0015157
20170531;-30605.6288363
20170601;6614.97392879
20170602;12851.9785308
20170605;-24246.8969645
20170606;2351.81374478
20170607;66371.9852701
20170608;-35329.4250704
20170609;-135170.490852
20170612;-14665.3809693
20170613;4814.51588958
20170614;-3794.77679387
20170615;-61670.7295483
20170616;-41379.3859497
20170619;-5812.70748769
20170620;67480.642076
20170621;-8670.53812295
20170622;25861.4616306
20170623;-11893.8308056
20170626;-16442.2005939
20170627;47934.0569724
20170628;3473.92616081
20170629;-786.981634301
20170630;62088.9859592
20170703;50763.329337
20170704;17645.5707931
20170705;12663.6946142
20170706;-10269.3318405
20170707;19670.7141744
20170710;11776.8756073
20170711;3658.43994598
20170712;13929.8447446
20170713;53196.9333299
20170714;13373.4516892
20170717;-12558.7233972
20170718;-26059.8250015
20170719;-3526.7696433
20170720;35188.8913813
20170721;11183.7870615
20170724;-15986.5323933
20170725;-18266.7277948
20170726;30969.1940229
20170727;-23019.7692368
20170728;39108.8101314
20170731;4159.87145042
20170801;-2144.20017577
20170802;-13288.7288708
20170803;22832.46986
20170804;12752.0299369
20170807;-2758.56118183
20170808;3241.83428497
20170809;12030.9935837
20170810;4927.87559361
20170811;-2999.39189949
20170814;5149.99515038
20170816;-1563.90207634
20170817;-231.107885885
20170818;1700.3184433
20170821;2263.07883949
20170822;1164.34250326
20170823;-5799.51685753
20170824;1984.18336115
20170825;333.252018929
